C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/0.jpg,0.136,0.121,0.868,0.121,0.868,0.489,0.136,0.489,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/1.jpg,0.098,0.159,0.75,0.125,0.763,0.733,0.113,0.77,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/2.jpg,0.091,0.135,0.699,0.124,0.706,0.573,0.098,0.58,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/3.jpg,0.142,0.119,0.801,0.121,0.801,0.865,0.142,0.854,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/4.jpg,0.122,0.115,0.792,0.117,0.792,0.436,0.122,0.431,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/5.jpg,0.118,0.118,0.832,0.155,0.808,0.598,0.095,0.565,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/6.jpg,0.14,0.108,0.762,0.14,0.743,0.534,0.12,0.498,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/7.jpg,0.138,0.154,0.73,0.138,0.737,0.807,0.144,0.817,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/8.jpg,0.136,0.147,0.829,0.114,0.844,0.751,0.15,0.781,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/9.jpg,0.138,0.078,0.783,0.11,0.769,0.67,0.125,0.634,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/10.jpg,0.118,0.105,0.779,0.105,0.779,0.52,0.118,0.519,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/11.jpg,0.118,0.078,0.735,0.11,0.722,0.718,0.105,0.694,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/12.jpg,0.111,0.105,0.738,0.121,0.726,0.458,0.098,0.445,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/13.jpg,0.138,0.13,0.762,0.131,0.762,0.522,0.138,0.52,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/14.jpg,0.094,0.142,0.75,0.132,0.758,0.548,0.1,0.556,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/15.jpg,0.127,0.12,0.879,0.119,0.879,0.43,0.127,0.433,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/16.jpg,0.112,0.135,0.752,0.135,0.752,0.401,0.113,0.403,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/17.jpg,0.123,0.109,0.721,0.127,0.715,0.734,0.117,0.711,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/18.jpg,0.099,0.132,0.836,0.115,0.844,0.727,0.107,0.746,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/19.jpg,0.095,0.094,0.753,0.094,0.753,0.807,0.095,0.807,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/20.jpg,0.116,0.093,0.822,0.109,0.818,0.765,0.109,0.76,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/21.jpg,0.093,0.124,0.853,0.088,0.869,0.722,0.108,0.763,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/22.jpg,0.103,0.113,0.768,0.081,0.779,0.699,0.114,0.726,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/23.jpg,0.089,0.108,0.826,0.093,0.83,0.716,0.097,0.727,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output3/24.jpg,0.114,0.07,0.775,0.107,0.758,0.575,0.093,0.533,1
