C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/0.jpg,0.088,0.124,0.822,0.114,0.83,0.492,0.094,0.5,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/1.jpg,0.111,0.132,0.806,0.115,0.812,0.779,0.118,0.794,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/2.jpg,0.119,0.093,0.858,0.14,0.833,0.693,0.096,0.641,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/3.jpg,0.132,0.144,0.836,0.142,0.836,0.938,0.133,0.938,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/4.jpg,0.142,0.095,0.79,0.112,0.775,0.421,0.128,0.404,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/5.jpg,0.097,0.115,0.717,0.105,0.722,0.493,0.103,0.507,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/6.jpg,0.114,0.143,0.843,0.128,0.851,0.585,0.122,0.606,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/7.jpg,0.147,0.078,0.748,0.116,0.734,0.8,0.134,0.759,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/8.jpg,0.115,0.11,0.759,0.111,0.759,0.711,0.116,0.709,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/9.jpg,0.129,0.128,0.795,0.097,0.81,0.67,0.143,0.708,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/10.jpg,0.087,0.133,0.748,0.111,0.762,0.527,0.102,0.553,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/11.jpg,0.095,0.13,0.82,0.132,0.82,0.88,0.095,0.872,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/12.jpg,0.086,0.118,0.745,0.1,0.757,0.453,0.098,0.476,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/13.jpg,0.143,0.124,0.822,0.159,0.8,0.59,0.12,0.554,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/14.jpg,0.128,0.124,0.774,0.144,0.76,0.551,0.114,0.534,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/15.jpg,0.166,0.135,0.877,0.157,0.854,0.456,0.143,0.436,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/16.jpg,0.168,0.105,0.887,0.13,0.864,0.437,0.145,0.41,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/17.jpg,0.119,0.109,0.808,0.11,0.808,0.817,0.119,0.812,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/18.jpg,0.144,0.1,0.791,0.13,0.777,0.678,0.131,0.648,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/19.jpg,0.139,0.117,0.871,0.111,0.871,0.912,0.139,0.918,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/20.jpg,0.109,0.093,0.815,0.126,0.8,0.803,0.098,0.765,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/21.jpg,0.147,0.088,0.788,0.129,0.772,0.67,0.127,0.639,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/22.jpg,0.129,0.102,0.878,0.07,0.893,0.758,0.144,0.801,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/23.jpg,0.135,0.098,0.873,0.144,0.853,0.768,0.112,0.732,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/24.jpg,0.131,0.093,0.826,0.131,0.805,0.626,0.11,0.579,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/25.jpg,0.17,0.091,0.9,0.128,0.876,0.588,0.148,0.555,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/26.jpg,0.12,0.124,0.764,0.133,0.76,0.538,0.116,0.533,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/27.jpg,0.141,0.091,0.77,0.134,0.756,0.717,0.122,0.679,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/28.jpg,0.105,0.126,0.735,0.126,0.735,0.732,0.105,0.732,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/29.jpg,0.098,0.148,0.753,0.12,0.764,0.749,0.109,0.776,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/30.jpg,0.103,0.135,0.723,0.127,0.728,0.429,0.108,0.436,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/31.jpg,0.143,0.093,0.78,0.119,0.768,0.66,0.127,0.634,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/32.jpg,0.098,0.087,0.756,0.104,0.749,0.727,0.091,0.716,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/33.jpg,0.116,0.088,0.828,0.102,0.82,0.602,0.107,0.583,1
C:/Users/ADMIN/Desktop/Thay_Lam/CCCD/imgs/output2/34.jpg,0.112,0.115,0.793,0.13,0.789,0.639,0.107,0.625,1
